pathway,pval,padj,log2err,ES,NES,size,leadingEdge,direction,path_clean
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0881542699724518,0.21851351351351353,0.2529611230696109,0.33071932252588127,1.3313982204410486,49,,Δ(Sx+Tx) > Δ(Sx-NoTx),Reactive Oxygen Species Pathway
HALLMARK_TGF_BETA_SIGNALING,0.0891891891891892,0.21851351351351353,0.24891111443470243,0.3319767186462188,1.335820177278914,48,,Δ(Sx+Tx) > Δ(Sx-NoTx),Tgf Beta Signaling
HALLMARK_ANGIOGENESIS,0.10182767624020887,0.23759791122715404,0.22798720285044224,0.4187256422372069,1.3616947547155862,21,,Δ(Sx+Tx) > Δ(Sx-NoTx),Angiogenesis
HALLMARK_MTORC1_SIGNALING,0.11864406779661017,0.2642526964560863,0.24133997681509095,0.23210390100965145,1.158914893899251,193,,Δ(Sx+Tx) > Δ(Sx-NoTx),Mtorc1 Signaling
HALLMARK_UV_RESPONSE_UP,0.1394658753709199,0.2971229518771772,0.20658792269689108,0.24631907071605239,1.1706566895236332,129,,Δ(Sx+Tx) > Δ(Sx-NoTx),UV response (Up)
HALLMARK_ADIPOGENESIS,0.20388349514563106,0.41077844311377243,0.17669426893849804,0.2239976415178137,1.1021283494299627,174,,Δ(Sx+Tx) > Δ(Sx-NoTx),Adipogenesis
HALLMARK_XENOBIOTIC_METABOLISM,0.20958083832335328,0.41077844311377243,0.16693384871319314,0.22997118144939319,1.1065411128438756,140,,Δ(Sx+Tx) > Δ(Sx-NoTx),Xenobiotic Metabolism
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.21944444444444444,0.41356837606837604,0.1563124030731863,0.2509006922381275,1.1353794151981993,92,,Δ(Sx+Tx) > Δ(Sx-NoTx),Pi3k AKT mTOR Signaling
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.3261538461538461,0.5919088319088319,0.13284630060618333,0.21646428786821126,1.0550259910510602,148,,Δ(Sx+Tx) > Δ(Sx-NoTx),Estrogen Response Early
HALLMARK_ANDROGEN_RESPONSE,0.3983286908077994,0.6970752089136489,0.1119183163251045,0.22910334139150307,1.0259693311437286,87,,Δ(Sx+Tx) > Δ(Sx-NoTx),Androgen Response
HALLMARK_IL2_STAT5_SIGNALING,0.4627831715210356,0.7819439794665775,0.1119183163251045,0.2033049577491416,1.0060568540000248,178,,Δ(Sx+Tx) > Δ(Sx-NoTx),Il2 Stat5 Signaling
HALLMARK_MYC_TARGETS_V2,0.48732394366197185,0.795962441314554,0.09992769737310925,0.23536537154903192,0.9778623359358994,58,,Δ(Sx+Tx) > Δ(Sx-NoTx),Myc Targets V2
HALLMARK_FATTY_ACID_METABOLISM,0.5162241887905604,0.8159672661528212,0.09923333437711905,0.20384553185051102,0.9758717270264285,134,,Δ(Sx+Tx) > Δ(Sx-NoTx),Fatty Acid Metabolism
HALLMARK_UV_RESPONSE_DN,0.5959302325581395,0.9125181686046511,0.08998607949971373,0.20278763011117187,0.9338412088410909,107,,Δ(Sx+Tx) > Δ(Sx-NoTx),UV response (Dn)
HALLMARK_APICAL_SURFACE,0.6466876971608833,0.9319910929671553,0.054793950077336284,-0.2550940552834225,-0.8627808210959456,29,,Δ(Sx+Tx) < Δ(Sx-NoTx),Apical Surface
HALLMARK_GLYCOLYSIS,0.6438953488372093,0.9319910929671553,0.051218434854034045,-0.2026550657895291,-0.9252606863264429,158,,Δ(Sx+Tx) < Δ(Sx-NoTx),Glycolysis
HALLMARK_APICAL_JUNCTION,0.7485029940119761,0.9860681114551083,0.07913166517683488,0.1864407568795943,0.8970878929123538,140,,Δ(Sx+Tx) > Δ(Sx-NoTx),Apical Junction
HALLMARK_BILE_ACID_METABOLISM,0.963076923076923,0.9860681114551083,0.03531570464798794,-0.16851926895621167,-0.6855379160113043,79,,Δ(Sx+Tx) < Δ(Sx-NoTx),Bile Acid Metabolism
HALLMARK_DNA_REPAIR,0.9655172413793104,0.9860681114551083,0.03397236136349927,-0.16368624077148,-0.7382151637585246,147,,Δ(Sx+Tx) < Δ(Sx-NoTx),Dna Repair
HALLMARK_E2F_TARGETS,0.8567375886524823,0.9860681114551083,0.036993251998507,-0.1781973541113282,-0.8332929527268157,194,,Δ(Sx+Tx) < Δ(Sx-NoTx),E2f Targets
HALLMARK_G2M_CHECKPOINT,0.9802631578947368,0.9860681114551083,0.07011321576425601,0.1488092263885516,0.7424898591213955,189,,Δ(Sx+Tx) > Δ(Sx-NoTx),G2m Checkpoint
HALLMARK_HEDGEHOG_SIGNALING,0.7996794871794872,0.9860681114551083,0.04577044581080999,-0.2408827639853756,-0.7816660852039533,25,,Δ(Sx+Tx) < Δ(Sx-NoTx),Hedgehog Signaling
HALLMARK_MITOTIC_SPINDLE,0.8985714285714286,0.9860681114551083,0.03509010992693497,-0.17238976440222528,-0.8036073816279301,190,,Δ(Sx+Tx) < Δ(Sx-NoTx),Mitotic Spindle
HALLMARK_MYC_TARGETS_V1,0.95578231292517,0.9860681114551083,0.07307443991269867,0.1583351637496908,0.7978274467071697,200,,Δ(Sx+Tx) > Δ(Sx-NoTx),Myc Targets V1
HALLMARK_NOTCH_SIGNALING,0.9839743589743589,0.9860681114551083,0.03622547558572541,-0.17390012963995533,-0.5691162543917236,26,,Δ(Sx+Tx) < Δ(Sx-NoTx),Notch Signaling
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.7898305084745763,0.9860681114551083,0.08289621345715653,0.17820561822653047,0.8974223644874265,199,,Δ(Sx+Tx) > Δ(Sx-NoTx),Oxidative Phosphorylation
HALLMARK_PEROXISOME,0.9860681114551083,0.9860681114551083,0.03449192150940737,-0.16504982905982785,-0.6837452803359956,89,,Δ(Sx+Tx) < Δ(Sx-NoTx),Peroxisome
HALLMARK_PROTEIN_SECRETION,0.8186046511627907,0.9860681114551083,0.04319019983341822,-0.19696996859026697,-0.820428216701937,91,,Δ(Sx+Tx) < Δ(Sx-NoTx),Protein Secretion
HALLMARK_SPERMATOGENESIS,0.7175572519083969,0.9860681114551083,0.04850598364694698,-0.2190687212484128,-0.8698708205131989,69,,Δ(Sx+Tx) < Δ(Sx-NoTx),Spermatogenesis
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.8843226788432268,0.9860681114551083,0.03879622083044794,-0.1835672219116957,-0.7927879757403632,108,,Δ(Sx+Tx) < Δ(Sx-NoTx),Unfolded Protein Response
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.9842022116903634,0.9860681114551083,0.035542021125390184,-0.16064655654662183,-0.5653664345292424,37,,Δ(Sx+Tx) < Δ(Sx-NoTx),Wnt β-Catenin Signaling
