pathway,pval,padj,log2err,ES,NES,size,leadingEdge,direction,path_clean,signif
NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_GENES_IN_BTM_M40_AND_M53_UP,6.195101892452758e-4,0.0033319602070218885,0.47727081536286214,-0.6677579801881681,-2.0031644828859028,17,,Enriched in ΔHC,Nakaya Pbmc Fluad Male Age 14 27yo 1d Postboost Vs 0d Preimm Mf59 Adjuvanted 1dy Genes In Btm M40 And M53 Up,**
SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_2_TO_4DY_UP,8.072070932762157e-4,0.004227216093735972,0.47727081536286214,-0.45662884842624474,-1.8083744679363905,61,,Enriched in ΔHC,Scherer Pbmc Apsv Wetvax Age 18 32yo 2 To 4dy Up,**
HOEK_B_CELL_2011_2012_TIV_ADULT_7DY_UP,8.879309599191132e-4,0.004530724641638551,0.47727081536286214,-0.5043767307727975,-1.8878576543477146,43,,Enriched in ΔHC,Hoek B Cell 2011 2012 Tiv Adult 7dy Up,**
VAN_DEN_BIGGELAAR_PBMC_PREVNAR_9MO_INFANT_STIMULATED_VS_UNSTIMULATED_9MO_UP,9.324652901209962e-4,0.004639014818351956,0.47727081536286214,-0.41467168527707915,-1.7299218556428986,81,,Enriched in ΔHC,Van Den Biggelaar Pbmc Prevnar 9mo Infant Stimulated Vs Unstimulated 9mo Up,**
NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_GENES_IN_BTM_M40_AND_M53_DN,9.783188811899044e-4,0.004748425789190024,0.45505986738722953,0.4245039883065519,1.8033045728139883,55,,Enriched in ΔSX,Nakaya Pbmc Fluad Male Age 14 27yo 1d Postboost Vs 0d Preimm Mf59 Adjuvanted 1dy Genes In Btm M40 And M53 Dn,**
NAKAYA_B_CELL_FLUMIST_AGE_18_50YO_7DY_UP,0.0015922286424883028,0.0075441309489326725,0.45505986738722953,0.23409564823016624,1.36482649849224,455,,Enriched in ΔSX,Nakaya B Cell Flumist Age 18 50yo 7dy Up,**
FULLER_PBMC_F_TULARENSIS_VACCINE_LVS_AGE_22_54YO_192HR_UP,0.002197803020337669,0.01016183137960826,0.4317076958033464,-0.48792070230361717,-1.7719484377562322,38,,Enriched in ΔHC,Fuller Pbmc F Tularensis Vaccine Lvs Age 22 54yo 192hr Up,*
GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_7DY_DN,0.0022468370889586102,0.01016183137960826,0.4317076958033464,-0.32473939053957396,-1.5371250559533105,185,,Enriched in ΔHC,Gaucher Pbmc Yf Vax Stamaril Unknown Age 7dy Dn,*
GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_10DY_UP,0.0023341961970668236,0.01032233429369551,0.4317076958033464,-0.31748877065620246,-1.5142185821044958,195,,Enriched in ΔHC,Gaucher Pbmc Yf Vax Stamaril Unknown Age 10dy Up,*
ERWIN_COHEN_BLOOD_VACCINE_TC_83_AGE_23_48YO_VACCINATED_VS_CONTROL_7DY_UP,0.0025286749390558668,0.010706517295151437,0.4317076958033464,0.37289720887319755,1.6680005036050054,72,,Enriched in ΔSX,Erwin Cohen Blood Vaccine Tc 83 Age 23 48yo Vaccinated Vs Control 7dy Up,*
SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_5_TO_7DY_DN,0.002526228251344546,0.010706517295151437,0.4317076958033464,0.2860971072836167,1.4776058606305815,176,,Enriched in ΔSX,Scherer Pbmc Apsv Wetvax Age 18 32yo 5 To 7dy Dn,*
HOFT_PBMC_TICE_BCG_RBCG_AG85A_AG85B_AGE_18_40YO_CORRELATED_WITH_WHOLE_BLOOD_BACTERICIDAL_ACTIVITY_NEGATIVE,0.0030711136166682936,0.012732325202437299,0.4317076958033464,0.4490169066709745,1.7455409078215598,40,,Enriched in ΔSX,Hoft Pbmc Tice Bcg Rbcg Ag85a Ag85b Age 18 40yo Correlated With Whole Blood Bactericidal Activity Negative,*
HOWARD_DENDRITIC_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP,0.0034639196673891077,0.014067755383886377,0.4317076958033464,-0.3382127854076246,-1.549018021683753,146,,Enriched in ΔHC,Howard Dendritic Cell Inact Monov Influenza A Indonesia 05 2005 H5n1 Age 18 49yo 1dy Up,*
HOEK_NK_CELL_2011_2012_TIV_1D_VS_0DY_ADULT_1D_DN,0.003832246911848565,0.015252342709157289,0.4317076958033464,-0.46095213016397735,-1.7591945807848823,48,,Enriched in ΔHC,Hoek Nk Cell 2011 2012 Tiv 1d Vs 0dy Adult 1d Dn,*
QUEREC_MODEL_PBMC_YF_17D_VACCINE_AGE_18_45YO_3DY_PREDICTIVE,0.004578366373501807,0.017864606045624697,0.40701791892395395,-0.4484703094348484,-1.7031292222671461,46,,Enriched in ΔHC,Querec Model Pbmc Yf 17d Vaccine Age 18 45yo 3dy Predictive,*
QUEREC_PBMC_YF_17D_VACCINE_AGE_18_45YO_3DY_UP,0.004845131204541361,0.018192096409504355,0.40701791892395395,0.4211966972026265,1.7014470020273877,46,,Enriched in ΔSX,Querec Pbmc Yf 17d Vaccine Age 18 45yo 3dy Up,*
QUEREC_PBMC_YF_17D_VACCINE_AGE_18_45YO_7DY_UP,0.004845131204541361,0.018192096409504355,0.40701791892395395,0.4211966972026265,1.7014470020273877,46,,Enriched in ΔSX,Querec Pbmc Yf 17d Vaccine Age 18 45yo 7dy Up,*
LI_PBMC_MENOMUNE_A_C_Y_W_135_AGE_18_45YO_CORRELATED_WITH_ANTIBODY_RESPONSE_3DY_POSITIVE,0.00517789865972737,0.01908151543121753,0.40701791892395395,-0.4719365006685727,-1.732659152889735,40,,Enriched in ΔHC,Li Pbmc Menomune A C Y W 135 Age 18 45yo Correlated With Antibody Response 3dy Positive,*
THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_7DY_UP,0.005293346525583095,0.019152290156200652,0.40701791892395395,0.29600025921826,1.461329127045099,127,,Enriched in ΔSX,Thakar Pbmc Inactivated Influenza Age 21 30yo Nonresponder 7dy Up,*
THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_70PLS_NONRESPONDER_2DY_UP,0.00556116741825817,0.01976200564702457,0.40701791892395395,0.3058649673980336,1.4651008601762507,111,,Enriched in ΔSX,Thakar Pbmc Inactivated Influenza Age 70pls Nonresponder 2dy Up,*
LI_PBMC_MENOMUNE_A_C_Y_W_135_AGE_18_45YO_3DY_UP,0.005876070099205376,0.020514700872664385,0.40701791892395395,-0.6067477890934241,-1.7870360946358685,16,,Enriched in ΔHC,Li Pbmc Menomune A C Y W 135 Age 18 45yo 3dy Up,*
SOBOLEV_T_CELL_PANDEMRIX_AGE_18_64YO_1DY_UP,0.006310736545187631,0.021652354698143767,0.40701791892395395,0.5110867502091251,1.6863756386640956,22,,Enriched in ΔSX,Sobolev T Cell Pandemrix Age 18 64yo 1dy Up,*
ANDERSON_BLOOD_CN54GP140_ADJUVANTED_WITH_GLA_AF_AGE_18_45YO_3DY_DN,0.007937523699088945,0.02677232569692712,0.3807304007227924,-0.4950838069900119,-1.7351489280485357,32,,Enriched in ΔHC,Anderson Blood Cn54gp140 Adjuvanted With Gla Af Age 18 45yo 3dy Dn,*
GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_12MO_CORRELATED_WITH_ANTIBODY_RESPONSE_POSITIVE,0.010295719186756903,0.034147468636077066,0.3807304007227924,-0.5532209513268572,-1.6725470042098605,18,,Enriched in ΔHC,Garcia Pineres Pbmc Hpv 16 L1 Vlp Age 18 25yo 12mo Correlated With Antibody Response Positive,*
HOWARD_NEUTROPHIL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP,0.011278869940417297,0.036795001936771175,0.3807304007227924,0.2900588258262088,1.3957859874853584,113,,Enriched in ΔSX,Howard Neutrophil Inact Monov Influenza A Indonesia 05 2005 H5n1 Age 18 49yo 3dy Up,*
HOEK_PBMC_INACTIVATED_INFLUENZA_ADULT_3DY_DN,0.013446515459716306,0.043158977040057174,0.3807304007227924,-0.5834768202804103,-1.6849046924422424,15,,Enriched in ΔHC,Hoek Pbmc Inactivated Influenza Adult 3dy Dn,*
GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_12MO_CORRELATED_WITH_ANTIBODY_RESPONSE_NEGATIVE,0.013843236087326316,0.04372704732345931,0.3807304007227924,-0.5571210589589372,-1.7047604659516826,19,,Enriched in ΔHC,Garcia Pineres Pbmc Hpv 16 L1 Vlp Age 18 25yo 12mo Correlated With Antibody Response Negative,*
LI_PBMC_MENACTRA_AGE_18_45YO_ANTI_POLYSACCHARIDE_ANTIBODY_CORRELATION_PROFILE_3DY_UP,0.01488818480411256,0.04558075040028307,0.3807304007227924,-0.5069833190661486,-1.6581138188699547,24,,Enriched in ΔHC,Li Pbmc Menactra Age 18 45yo Anti Polysaccharide Antibody Correlation Profile 3dy Up,*
VAN_DEN_BIGGELAAR_PBMC_PREVNAR_9MO_INFANT_STIMULATED_VS_UNSTIMULATED_8MO_UP,0.01482076118987372,0.04558075040028307,0.3807304007227924,-0.41399539779049743,-1.5559428418887522,44,,Enriched in ΔHC,Van Den Biggelaar Pbmc Prevnar 9mo Infant Stimulated Vs Unstimulated 8mo Up,*
MATSUMIYA_PBMC_MODIFIED_VACCINIA_ANKARA_VACCINE_AGE_18_55YO_VACCINATED_VS_CONTROL_TREATED_IN_VITRO_WITH_MVA85A_6HR_UP,0.015448637971003007,0.04657998418529694,0.3807304007227924,-0.36178343911670424,-1.5007479917518873,78,,Enriched in ΔHC,Matsumiya Pbmc Modified Vaccinia Ankara Vaccine Age 18 55yo Vaccinated Vs Control Treated In Vitro With Mva85a 6hr Up,*
KENNEDY_PBMC_DRYVAX_AGE_18_40YO_STIMULATED_VS_UNSTIMULATED_1_TO_48MO_TOP_DEG_DN,0.016953837078527358,0.05035542654667081,0.35248785758361917,-0.5494613488258817,-1.6482939797685856,17,,Enriched in ΔHC,Kennedy Pbmc Dryvax Age 18 40yo Stimulated Vs Unstimulated 1 To 48mo Top Deg Dn,
HOEK_PBMC_INACTIVATED_INFLUENZA_ADULT_7DY_DN,0.017710179740663162,0.05182832012341131,0.35248785758361917,-0.5256018909166636,-1.6567666115581035,21,,Enriched in ΔHC,Hoek Pbmc Inactivated Influenza Adult 7dy Dn,
HOEK_NEUTROPHIL_2011_2012_TIV_ADULT_1DY_UP,0.02186750569711983,0.06306715411198327,0.35248785758361917,-0.4652495586148725,-1.5782724236605712,29,,Enriched in ΔHC,Hoek Neutrophil 2011 2012 Tiv Adult 1dy Up,
HOFT_CD4_POSITIVE_ALPHA_BETA_MEMORY_T_CELL_BCG_VACCINE_AGE_18_45YO_ID_7DY_TOP_100_DEG_EX_VIVO_DN,0.02258469500803596,0.06365346947236021,0.35248785758361917,-0.5615440428949957,-1.6215694608606068,15,,Enriched in ΔHC,Hoft Cd4 Positive Alpha Beta Memory T Cell Bcg Vaccine Age 18 45yo Id 7dy Top 100 Deg Ex Vivo Dn,
QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_T_CELL_RESPONSES_EXPANSION_AND_CONTRACTION_1D_NOT_INFORMATIVE_OF_LONG_TERM_RESPONSES_POSITIVE,0.022710534334359676,0.06365346947236021,0.35248785758361917,-0.557505354659312,-1.6420038270226955,16,,Enriched in ΔHC,Qi Pbmc Zostavax Age 50 75yo Correlated With T Cell Responses Expansion And Contraction 1d Not Informative Of Long Term Responses Positive,
GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_28DY_UP,0.02350286905181143,0.06448355310291227,0.35248785758361917,-0.47712167074831696,-1.5916708089011773,27,,Enriched in ΔHC,Gaucher Pbmc Yf Vax Stamaril Unknown Age 28dy Up,
HARALAMBIEVA_PBMC_M_M_R_II_AGE_13_16YO_STIMULATED_VS_UNSTIMULATED_3_TO_7YR_POST_TOP_DEG_UP,0.023654770736244203,0.06448355310291227,0.35248785758361917,-0.5154581192364596,-1.6247921028558594,21,,Enriched in ΔHC,Haralambieva Pbmc M M R Ii Age 13 16yo Stimulated Vs Unstimulated 3 To 7yr Post Top Deg Up,
FRANCO_BLOOD_SANOFI_PASTEUR_SA_INACTIVATED_INFLUENZA_VACCINE_CORRELATED_WITH_ANTIBODY_RESPONSE_AGE_18_40YO_3DY_POSITIVE,0.02679204503243607,0.072048877857497,0.35248785758361917,-0.531835086783106,-1.595418082905206,17,,Enriched in ΔHC,Franco Blood Sanofi Pasteur Sa Inactivated Influenza Vaccine Correlated With Antibody Response Age 18 40yo 3dy Positive,
SOBOLEV_T_CELL_PANDEMRIX_AGE_18_64YO_7DY_DN,0.02913211188866114,0.07729720354458089,0.35248785758361917,0.4708246360134935,1.5291643174638807,21,,Enriched in ΔSX,Sobolev T Cell Pandemrix Age 18 64yo 7dy Dn,
PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGED_POST_VACCINATION_VS_UNCHALLENGED_72HR_TOP_30_DEG_UP,0.036073442103704376,0.09445546024522593,0.3217759180753611,-0.46925135020529485,-1.572184149260447,28,,Enriched in ΔHC,Patel Skin Of Body Zostavax Age 70 93yo Vzv Challenged Post Vaccination Vs Unchallenged 72hr Top 30 Deg Up,
SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_RESPONDERS_VS_NONRESPONDERS_7DY_UP,0.03701227718551771,0.09565510597296134,0.3217759180753611,-0.5089599260040717,-1.5573899902954234,19,,Enriched in ΔHC,Sobolev Pbmc Pandemrix Age 18 64yo Responders Vs Nonresponders 7dy Up,
GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_60DY_DN,0.03966477657937459,0.10119603255507106,0.3217759180753611,-0.43936671001711114,-1.53987398727784,32,,Enriched in ΔHC,Gaucher Pbmc Yf Vax Stamaril Unknown Age 60dy Dn,
HOEK_NEUTROPHIL_2011_2012_TIV_ADULT_1DY_DN,0.04495639566767393,0.1118290342233389,0.3217759180753611,-0.3609912024748224,-1.4160329060535775,58,,Enriched in ΔHC,Hoek Neutrophil 2011 2012 Tiv Adult 1dy Dn,
OVSYANNIKOVA_PBMC_FLUARIX_AGE_50_74YO_COMMON_WITH_BOTH_HAI_AND_VNA_28DY_VS_3DY_USED_IN_HAI_AND_VNA_RESPONSE_MODELS_DN,0.044673539518900345,0.1118290342233389,0.28201335001172506,-0.5116641792283829,-1.5469088581649009,18,,Enriched in ΔHC,Ovsyannikova Pbmc Fluarix Age 50 74yo Common With Both Hai And Vna 28dy Vs 3dy Used In Hai And Vna Response Models Dn,
NAKAYA_B_CELL_FLUARIX_FLUVIRIN_AGE_18_50YO_7DY_UP,0.046616970308299234,0.11452811223890799,0.3217759180753611,0.2080666080210286,1.1847584140451812,358,,Enriched in ΔSX,Nakaya B Cell Fluarix Fluvirin Age 18 50yo 7dy Up,
