pathway,pval,padj,log2err,ES,NES,size,leadingEdge,direction,path_clean,signif
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,0.001286860461250427,0.09914505189367757,0.45505986738722953,-0.40444963516891447,-1.7403184715071562,92,,Enriched in ΔHC,Reactome Antigen Processing Cross Presentation,
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,0.0016055878849178555,0.09914505189367757,0.45505986738722953,-0.5514845167662471,-1.8722646849437072,29,,Enriched in ΔHC,Reactome Detoxification Of Reactive Oxygen Species,
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,0.0015704622661177415,0.09914505189367757,0.45505986738722953,-0.6038297808543123,-1.910931890112054,21,,Enriched in ΔHC,Reactome Formation Of Fibrin Clot Clotting Cascade,
REACTOME_INSULIN_RECEPTOR_RECYCLING,0.001425968752712671,0.09914505189367757,0.45505986738722953,-0.5722991038952826,-1.8646291070983425,24,,Enriched in ΔHC,Reactome Insulin Receptor Recycling,
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL,0.0015023321515823793,0.09914505189367757,0.45505986738722953,0.4008772057705505,1.7071026272370529,59,,Enriched in ΔSX,Reactome Rrna Modification In The Nucleus And Cytosol,
REACTOME_INTERLEUKIN_10_SIGNALING,0.002022796474286815,0.11756017156443371,0.4317076958033464,-0.49276555304021075,-1.7505243748717951,36,,Enriched in ΔHC,Reactome Interleukin 10 Signaling,
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,0.0028822516805630046,0.14987708738927624,0.4317076958033464,0.48790174070670794,1.845622219623665,32,,Enriched in ΔSX,Reactome Hiv Elongation Arrest And Recovery,
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,0.00284993512767897,0.14987708738927624,0.4317076958033464,-0.552797117995021,-1.835745536599388,26,,Enriched in ΔHC,Reactome Transferrin Endocytosis And Recycling,
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_LYSOSOME_BIOGENESIS_AND_AUTOPHAGY,0.0038837392588337875,0.1918567193863891,0.4317076958033464,-0.608217141791747,-1.7855984548886625,17,,Enriched in ΔHC,Reactome Regulation Of Mitf M Dependent Genes Involved In Lysosome Biogenesis And Autophagy,
REACTOME_IRON_UPTAKE_AND_TRANSPORT,0.004266597604352172,0.20073325871904507,0.40701791892395395,-0.43439499636637896,-1.6553315771553163,49,,Enriched in ΔHC,Reactome Iron Uptake And Transport,
REACTOME_AMYLOID_FIBER_FORMATION,0.0045004065745722095,0.20210916798533377,0.40701791892395395,-0.4098804402264195,-1.6558305469567798,64,,Enriched in ΔHC,Reactome Amyloid Fiber Formation,
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,0.005593209812290867,0.23025380393930736,0.40701791892395395,-0.32450341787857456,-1.501240301022791,147,,Enriched in ΔHC,Reactome Cell Surface Interactions At The Vascular Wall,
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,0.005391696669428096,0.23025380393930736,0.40701791892395395,-0.3266657150825469,-1.5089860882196162,144,,Enriched in ΔHC,Reactome Potential Therapeutics For Sars,
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING,0.005954298268442495,0.23531386756884742,0.40701791892395395,-0.5723290713366821,-1.6967637388743848,18,,Enriched in ΔHC,Reactome Formation Of Atp By Chemiosmotic Coupling,
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,0.006780845944835191,0.23926699262489887,0.40701791892395395,-0.31489618473156855,-1.4754162968421924,163,,Enriched in ΔHC,Reactome G Alpha I Signalling Events,
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,0.0067806376538776005,0.23926699262489887,0.40701791892395395,-0.3072480697974322,-1.4829595931072375,208,,Enriched in ΔHC,Reactome Platelet Activation Signaling And Aggregation,
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,0.006399473865809116,0.23926699262489887,0.40701791892395395,0.5414325463828483,1.7281935733490066,18,,Enriched in ΔSX,Reactome Transcription Of E2f Targets Under Negative Control By Dream Complex,
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,0.007119355252832698,0.2425490686137485,0.40701791892395395,0.23968341101916346,1.3085337856389294,263,,Enriched in ΔSX,Reactome Antigen Processing Ubiquitination Proteasome Degradation,
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,0.00994836265202081,0.2890877147116635,0.3807304007227924,-0.30398871153039003,-1.4362976982226041,179,,Enriched in ΔHC,Reactome Extracellular Matrix Organization,
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA,0.008847817513315181,0.2890877147116635,0.3807304007227924,0.49190105054210176,1.7270479044838096,25,,Enriched in ΔSX,Reactome Resolution Of D Loop Structures Through Synthesis Dependent Strand Annealing Sdsa,
REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,0.009606612660088863,0.2890877147116635,0.3807304007227924,-0.5438820422791354,-1.7212160976558928,21,,Enriched in ΔHC,Reactome Rho Gtpases Activate Nadph Oxidases,
REACTOME_RRNA_PROCESSING,0.009727165300863578,0.2890877147116635,0.3807304007227924,0.2559062261974571,1.3492724377639096,199,,Enriched in ΔSX,Reactome Rrna Processing,
REACTOME_SIGNALING_BY_INTERLEUKINS,0.009869373292352187,0.2890877147116635,0.3807304007227924,-0.2636565221618831,-1.3454510685036645,372,,Enriched in ΔHC,Reactome Signaling By Interleukins,
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,0.010855363438120052,0.29791941880173917,0.3807304007227924,0.3830266758310452,1.5901811491094235,51,,Enriched in ΔSX,Reactome Nonhomologous End Joining Nhej,
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION,0.010592817539743511,0.29791941880173917,0.3807304007227924,-0.3921900136324617,-1.5896075631772244,65,,Enriched in ΔHC,Reactome Role Of Lat2 Ntal Lab On Calcium Mobilization,
REACTOME_PROGRAMMED_CELL_DEATH,0.011516178355687773,0.30751308690323026,0.3807304007227924,-0.2914420486406802,-1.3798054049639337,184,,Enriched in ΔHC,Reactome Programmed Cell Death,
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA,0.011913778435257115,0.309758239316685,0.3807304007227924,0.40895114104141794,1.5873759147588413,36,,Enriched in ΔSX,Reactome Hdr Through Single Strand Annealing Ssa,
REACTOME_FLT3_SIGNALING_IN_DISEASE,0.013035931172797431,0.32243684169370207,0.3807304007227924,-0.5036730476407467,-1.691120773724839,27,,Enriched in ΔHC,Reactome Flt3 Signaling In Disease,
REACTOME_SIGNALING_BY_CTNNB1_PHOSPHO_SITE_MUTANTS,0.013054123145494012,0.32243684169370207,0.3807304007227924,0.5620652131979491,1.7064231807716255,15,,Enriched in ΔSX,Reactome Signaling By Ctnnb1 Phospho Site Mutants,
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,0.013414007185445031,0.32324485607852904,0.3807304007227924,-0.4987286107652348,-1.648652499390573,25,,Enriched in ΔHC,Reactome Purinergic Signaling In Leishmaniasis Infection,
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,0.014184901211464727,0.32592284644016634,0.3807304007227924,-0.4869152332876453,-1.6683472824837429,30,,Enriched in ΔHC,Reactome Plasma Lipoprotein Clearance,
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,0.014053414086847713,0.32592284644016634,0.3807304007227924,-0.3432015849401854,-1.5091634940044674,100,,Enriched in ΔHC,Reactome Response To Elevated Platelet Cytosolic Ca2,
REACTOME_APOPTOTIC_EXECUTION_PHASE,0.01574196654007268,0.3534787032179956,0.35248785758361917,-0.42244732570094945,-1.5711200728002104,43,,Enriched in ΔHC,Reactome Apoptotic Execution Phase,
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,0.017748032502622822,0.3711453675918005,0.35248785758361917,-0.47033166985199726,-1.6373373233928923,32,,Enriched in ΔHC,Reactome Apoptotic Cleavage Of Cellular Proteins,
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.018616301541184505,0.3711453675918005,0.35248785758361917,-0.35491365836408645,-1.4902701147935824,82,,Enriched in ΔHC,Reactome Cargo Recognition For Clathrin Mediated Endocytosis,
REACTOME_DISEASES_OF_DNA_REPAIR,0.019225874847834796,0.3711453675918005,0.35248785758361917,0.3748782810808273,1.5381668062336682,48,,Enriched in ΔSX,Reactome Diseases Of Dna Repair,
REACTOME_DNA_REPAIR,0.019617563479562058,0.3711453675918005,0.35248785758361917,0.23144317463010883,1.2822331508337204,302,,Enriched in ΔSX,Reactome Dna Repair,
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING,0.017421740331206106,0.3711453675918005,0.35248785758361917,-0.4988461885310422,-1.6253094173466447,24,,Enriched in ΔHC,Reactome Inactivation Of Csf3 G Csf Signaling,
REACTOME_LEISHMANIA_INFECTION,0.01862538934432947,0.3711453675918005,0.35248785758361917,-0.2825675296338047,-1.3484924277336374,194,,Enriched in ΔHC,Reactome Leishmania Infection,
REACTOME_NEDDYLATION,0.019112036832933162,0.3711453675918005,0.35248785758361917,0.2506414818940281,1.326164900956058,205,,Enriched in ΔSX,Reactome Neddylation,
REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES,0.019909619921422497,0.3711453675918005,0.35248785758361917,0.40534417787324917,1.579187461266582,37,,Enriched in ΔSX,Reactome Ovarian Tumor Domain Proteases,
REACTOME_SIGNALING_BY_CSF3_G_CSF,0.01839636768143083,0.3711453675918005,0.35248785758361917,-0.4744262238833854,-1.610655308686671,29,,Enriched in ΔHC,Reactome Signaling By Csf3 G Csf,
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,0.020735736985143544,0.379387187802256,0.35248785758361917,0.3497739431745954,1.4682050403468785,56,,Enriched in ΔSX,Reactome Deadenylation Dependent Mrna Decay,
REACTOME_COMPLEMENT_CASCADE,0.02177539562778801,0.3847423849706265,0.35248785758361917,-0.3513284771726282,-1.4752160635903198,82,,Enriched in ΔHC,Reactome Complement Cascade,
REACTOME_INFLAMMASOMES,0.023193963514109572,0.3847423849706265,0.35248785758361917,-0.5159554199649758,-1.6328370960641874,21,,Enriched in ΔHC,Reactome Inflammasomes,
REACTOME_M_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_MATERNALLY_STORED_FACTORS,0.02279188554029619,0.3847423849706265,0.35248785758361917,0.4542046407085261,1.6486713022666528,28,,Enriched in ΔSX,Reactome M Decay Degradation Of Maternal Mrnas By Maternally Stored Factors,
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,0.02262866348154146,0.3847423849706265,0.35248785758361917,-0.3879888030007109,-1.4784933587220266,49,,Enriched in ΔHC,Reactome Plasma Lipoprotein Assembly Remodeling And Clearance,
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,0.02336492216420809,0.3847423849706265,0.35248785758361917,0.5295006878834653,1.6535465086578354,16,,Enriched in ΔSX,Reactome Traf6 Mediated Irf7 Activation,
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,0.023153661501253274,0.3847423849706265,0.35248785758361917,0.3666492382686716,1.4653719445061715,42,,Enriched in ΔSX,Reactome Transcriptional Regulation By Mecp2,
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,0.02478763306432837,0.38873303916756236,0.35248785758361917,-0.36675486350872705,-1.503040715239259,69,,Enriched in ΔHC,Reactome Degradation Of The Extracellular Matrix,
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,0.024185429702874277,0.38873303916756236,0.35248785758361917,0.26573197814406446,1.3429649423007886,146,,Enriched in ΔSX,Reactome Dna Double Strand Break Repair,
REACTOME_HIV_TRANSCRIPTION_ELONGATION,0.02473678052987298,0.38873303916756236,0.35248785758361917,0.36355722482825115,1.453014221443597,42,,Enriched in ΔSX,Reactome Hiv Transcription Elongation,
REACTOME_AZATHIOPRINE_ADME,0.028601402038038456,0.4139855352897506,0.35248785758361917,-0.5077769028637181,-1.5053882099766,18,,Enriched in ΔHC,Reactome Azathioprine Adme,
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,0.027957013435927963,0.4139855352897506,0.35248785758361917,-0.289600012258816,-1.3579268064461667,165,,Enriched in ΔHC,Reactome Immunoregulatory Interactions Between A Lymphoid And A Non Lymphoid Cell,
REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES,0.02928724678313952,0.4139855352897506,0.35248785758361917,0.4976157597225132,1.6065325236291543,19,,Enriched in ΔSX,Reactome Modulation Of Host Responses By Ifn Stimulated Genes,
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,0.02718038524060167,0.4139855352897506,0.35248785758361917,0.288826297052198,1.3811839809302258,107,,Enriched in ΔSX,Reactome Myd88 Independent Tlr4 Cascade,
REACTOME_NUCLEAR_RNA_DECAY,0.029330958978018767,0.4139855352897506,0.35248785758361917,0.39086744185079747,1.5059083645408833,35,,Enriched in ΔSX,Reactome Nuclear Rna Decay,
REACTOME_RHOBTB2_GTPASE_CYCLE,0.028979581801429052,0.4139855352897506,0.35248785758361917,-0.49396279642199126,-1.5937025944486385,23,,Enriched in ΔHC,Reactome Rhobtb2 Gtpase Cycle,
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,0.027362468858385537,0.4139855352897506,0.35248785758361917,0.39382018878728325,1.5172845136746447,35,,Enriched in ΔSX,Reactome Smad2 Smad3 Smad4 Heterotrimer Regulates Transcription,
REACTOME_LDL_CLEARANCE,0.030886213917548845,0.42979689226110224,0.35248785758361917,-0.54271203178223,-1.5694226006488488,16,,Enriched in ΔHC,Reactome Ldl Clearance,
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE,0.0317410431352404,0.4355576474669099,0.3217759180753611,0.3802379814840102,1.5040611505236687,41,,Enriched in ΔSX,Reactome Homologous Dna Pairing And Strand Exchange,
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,0.032644977229334377,0.4358545608457076,0.3217759180753611,0.4875623014848522,1.5740753368978573,19,,Enriched in ΔSX,Reactome Foxo Mediated Transcription Of Oxidative Stress Metabolic And Neuronal Genes,
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,0.032300104075145934,0.4358545608457076,0.3217759180753611,-0.35661296620099714,-1.4538536841645076,67,,Enriched in ΔHC,Reactome Trans Golgi Network Vesicle Budding,
REACTOME_FCGR_ACTIVATION,0.03467741106253935,0.45681709506385165,0.3217759180753611,-0.35613848584378077,-1.4387243838259558,64,,Enriched in ΔHC,Reactome Fcgr Activation,
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT,0.03644765695074362,0.4616703213760858,0.3217759180753611,0.45390414191139455,1.4917503178636442,20,,Enriched in ΔSX,Reactome Class I Peroxisomal Membrane Protein Import,
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,0.03623904148971245,0.4616703213760858,0.3217759180753611,0.4628430149993491,1.5332086692071805,21,,Enriched in ΔSX,Reactome Defects In Vitamin And Cofactor Metabolism,
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,0.036399605686747806,0.4616703213760858,0.3217759180753611,-0.34150712654984094,-1.4308980255541557,80,,Enriched in ΔHC,Reactome Fceri Mediated Mapk Activation,
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,0.03740176751728003,0.463063728660948,0.3217759180753611,0.5078129021841324,1.5417138215183168,15,,Enriched in ΔSX,Reactome Pka Mediated Phosphorylation Of Creb,
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,0.0374950387579715,0.463063728660948,0.3217759180753611,0.4791932281281396,1.547056119203276,19,,Enriched in ΔSX,Reactome Synthesis Of Bile Acids And Bile Salts,
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,0.04072702242721294,0.46412849200328904,0.3217759180753611,0.44713961381824857,1.534683160095934,23,,Enriched in ΔSX,Reactome Abortive Elongation Of Hiv 1 Transcript In The Absence Of Tat,
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,0.04105598139279166,0.46412849200328904,0.3217759180753611,0.3278451296136322,1.3601830465917446,54,,Enriched in ΔSX,Reactome Activation Of Nf Kappab In B Cells,
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,0.04126547455295736,0.46412849200328904,0.2616635217115731,-0.2791450075108982,-1.312367998109875,172,,Enriched in ΔHC,Reactome Cellular Response To Chemical Stress,
REACTOME_FOXO_MEDIATED_TRANSCRIPTION,0.03865548682356647,0.46412849200328904,0.3217759180753611,0.3418286523269244,1.4249053060947112,52,,Enriched in ΔSX,Reactome Foxo Mediated Transcription,
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES,0.03917343345365281,0.46412849200328904,0.3217759180753611,0.37672626301106577,1.4514261610644694,35,,Enriched in ΔSX,Reactome Resolution Of D Loop Structures,
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES,0.040345960008270544,0.46412849200328904,0.3217759180753611,0.2934831999818802,1.309513905341777,75,,Enriched in ΔSX,Reactome Rna Polymerase Ii Transcribes Snrna Genes,
REACTOME_SIGNALING_BY_GPCR,0.039603960396039604,0.46412849200328904,0.2529611230696109,-0.2441466962430472,-1.2443211835557,360,,Enriched in ΔHC,Reactome Signaling By Gpcr,
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,0.041339379854543966,0.46412849200328904,0.3217759180753611,-0.35846018486285003,-1.4190648715154532,57,,Enriched in ΔHC,Reactome Signaling By Insulin Receptor,
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,0.042071197411003236,0.4670375622704629,0.28201335001172506,-0.4539017929591637,-1.532680287084263,28,,Enriched in ΔHC,Reactome Diseases Of Immune System,
REACTOME_ION_CHANNEL_TRANSPORT,0.042709867452135494,0.4688594338078874,0.26635065708852557,-0.3027176554276591,-1.3485699587835998,111,,Enriched in ΔHC,Reactome Ion Channel Transport,
REACTOME_APOPTOSIS,0.04329608938547486,0.4700718276137271,0.25720646646883816,-0.2853635843181759,-1.3234583339224968,154,,Enriched in ΔHC,Reactome Apoptosis,
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,0.044792537347478456,0.47453546319716744,0.3217759180753611,0.45177870276020515,1.4965571504543382,21,,Enriched in ΔSX,Reactome Bile Acid And Bile Salt Metabolism,
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,0.04514811087098557,0.47453546319716744,0.3217759180753611,0.31733833780283044,1.3368227058695665,58,,Enriched in ΔSX,Reactome Dna Double Strand Break Response,
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS,0.044945060345489,0.47453546319716744,0.3217759180753611,0.3407290615371783,1.361777839256349,42,,Enriched in ΔSX,Reactome Sumoylation Of Transcription Cofactors,
REACTOME_ARACHIDONATE_METABOLISM,0.048154093097913325,0.4805681210175592,0.2616635217115731,-0.425380715131928,-1.4813216947425025,33,,Enriched in ΔHC,Reactome Arachidonate Metabolism,
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,0.047229963915257335,0.4805681210175592,0.3217759180753611,-0.3581986237020105,-1.4228515426078725,58,,Enriched in ΔHC,Reactome Creation Of C4 And C2 Activators,
REACTOME_DAP12_INTERACTIONS,0.048,0.4805681210175592,0.2616635217115731,-0.40544719911128324,-1.4634408796156897,39,,Enriched in ΔHC,Reactome Dap12 Interactions,
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA,0.046851962853356056,0.4805681210175592,0.3217759180753611,-0.3597187366882916,-1.4216810622800844,59,,Enriched in ΔHC,Reactome Scavenging Of Heme From Plasma,
REACTOME_SIGNALING_BY_FLT3_ITD_AND_TKD_MUTANTS,0.04666666666666667,0.4805681210175592,0.27128855468895297,-0.5238241430812721,-1.5038175330944001,15,,Enriched in ΔHC,Reactome Signaling By Flt3 Itd And Tkd Mutants,
REACTOME_CRISTAE_FORMATION,0.0512,0.4864,0.2529611230696109,-0.41890596308939954,-1.4482576622788554,31,,Enriched in ΔHC,Reactome Cristae Formation,
REACTOME_DEUBIQUITINATION,0.0509886264076554,0.4864,0.3217759180753611,0.22327628894825782,1.1963644904281812,231,,Enriched in ΔSX,Reactome Deubiquitination,
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,0.05076923076923077,0.4864,0.24891111443470243,-0.33958928409494726,-1.3764085662750967,65,,Enriched in ΔHC,Reactome Initial Triggering Of Complement,
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT,0.05061544078424863,0.4864,0.3217759180753611,0.46332884015665055,1.4958385788707904,19,,Enriched in ΔSX,Reactome Ticam1 Rip1 Mediated Ikk Complex Recruitment,
REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION,0.05076138272801573,0.4864,0.3217759180753611,0.41496918714510905,1.4375840654998266,24,,Enriched in ΔSX,Reactome Traf6 Mediated Nf Kb Activation,
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,0.05211726384364821,0.49039863502404224,0.2529611230696109,-0.4436892884085288,-1.489720715097786,27,,Enriched in ΔHC,Reactome Platelet Aggregation Plug Formation,
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,0.05413105413105413,0.5023109632094658,0.23112670967383428,-0.28742354768630274,-1.3185131058258832,135,,Enriched in ΔHC,Reactome Fcgamma Receptor Fcgr Dependent Phagocytosis,
REACTOME_OTHER_INTERLEUKIN_SIGNALING,0.05490848585690516,0.5023109632094658,0.24891111443470243,-0.48987797133089456,-1.491529540518486,19,,Enriched in ΔHC,Reactome Other Interleukin Signaling,
REACTOME_TRANSPORT_OF_SMALL_MOLECULES,0.05463182897862233,0.5023109632094658,0.2089550275493539,-0.23269535171276445,-1.2090499789933522,467,,Enriched in ΔHC,Reactome Transport Of Small Molecules,
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,0.0559528877797446,0.5071692947375015,0.3217759180753611,0.3009939066000283,1.3341687014926429,71,,Enriched in ΔSX,Reactome Degradation Of Beta Catenin By The Destruction Complex,
REACTOME_DEADENYLATION_OF_MRNA,0.06084509770620833,0.51304420073114,0.3217759180753611,0.4215201528167043,1.479942959701966,25,,Enriched in ΔSX,Reactome Deadenylation Of Mrna,
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,0.059720953381982786,0.51304420073114,0.3217759180753611,0.327954036896282,1.3615404883101216,51,,Enriched in ΔSX,Reactome E3 Ubiquitin Ligases Ubiquitinate Target Proteins,
REACTOME_MUSCLE_CONTRACTION,0.060561299852289516,0.51304420073114,0.22205604614524838,-0.29430106523396793,-1.3114222376477014,115,,Enriched in ΔHC,Reactome Muscle Contraction,
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS,0.061274509803921566,0.51304420073114,0.2878571172551493,0.45558339484434407,1.4541724548228225,18,,Enriched in ΔSX,Reactome O Glycosylation Of Tsr Domain Containing Proteins,
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,0.05763239875389408,0.51304420073114,0.2343926472946861,-0.36164016110702707,-1.3905534088255334,51,,Enriched in ΔHC,Reactome Post Translational Modification Synthesis Of Gpi Anchored Proteins,
REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,0.05772974402381054,0.51304420073114,0.3217759180753611,0.33776157630229187,1.385872885437525,48,,Enriched in ΔSX,Reactome Retrograde Transport At The Trans Golgi Network,
REACTOME_SENSORY_PERCEPTION,0.060561299852289516,0.51304420073114,0.22205604614524838,-0.2943590567589891,-1.311680651172122,115,,Enriched in ΔHC,Reactome Sensory Perception,
REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS,0.058922558922558925,0.51304420073114,0.24133997681509095,-0.48938551837165445,-1.4508639233787715,18,,Enriched in ΔHC,Reactome Signaling By Flt3 Fusion Proteins,
