pathway,pval,padj,log2err,ES,NES,size,leadingEdge,direction,path_clean,signif
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION,6.432266530735642e-6,3.0384801897570275e-4,0.610526878385931,0.4875051270997308,2.1330476289501705,66,,Enriched in ΔSX,Reactome Rna Polymerase Ii Transcription Termination,***
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,7.560950017881375e-6,3.4093010989719657e-4,0.610526878385931,-0.6162568522096458,-2.1949645668843725,35,,Enriched in ΔHC,Reactome Rho Gtpases Activate Wasps And Waves,***
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,1.5947126040457417e-5,6.878064796579894e-4,0.5756102610711286,0.4859518731426713,2.065352353171852,59,,Enriched in ΔSX,Reactome Activation Of The Mrna Upon Binding Of The Cap Binding Complex And Eifs And Subsequent Binding To 43s,***
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,9.049004914528335e-5,0.003740255364671712,0.5384340963099162,0.4172426261747788,1.9129498975625037,81,,Enriched in ΔSX,Reactome Transport Of Mature Transcript To Cytoplasm,**
REACTOME_CHROMATIN_ORGANIZATION,1.8692167628351478e-4,0.006867640847157284,0.5188480777437918,0.29141521314178387,1.582146254906765,242,,Enriched in ΔSX,Reactome Chromatin Organization,**
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,1.846895371654192e-4,0.006867640847157284,0.5188480777437918,-0.5752894787588901,-2.0547749936009323,33,,Enriched in ΔHC,Reactome Mitochondrial Fatty Acid Beta Oxidation,**
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,1.791597059246035e-4,0.006867640847157284,0.5188480777437918,-0.5886258603036248,-1.997061701577434,28,,Enriched in ΔHC,Reactome Ros And Rns Production In Phagocytes,**
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,2.7346089265373945e-4,0.009688328768303913,0.49849310876659025,-0.49355292414956836,-1.9016191639807059,48,,Enriched in ΔHC,Reactome Phase I Functionalization Of Compounds,**
REACTOME_DEUBIQUITINATION,3.018424038337447e-4,0.009985957390453165,0.49849310876659025,0.2925068660706681,1.573305253720919,233,,Enriched in ΔSX,Reactome Deubiquitination,**
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,3.019946791467691e-4,0.009985957390453165,0.49849310876659025,-0.4601377086941702,-1.8438589564442944,58,,Enriched in ΔHC,Reactome Phase Ii Conjugation Of Compounds,**
REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,5.87090630364374e-4,0.01878690017165997,0.47727081536286214,-0.3167184140738415,-1.5712593568689819,233,,Enriched in ΔHC,Reactome Aerobic Respiration And Respiratory Electron Transport,*
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,7.678868336611818e-4,0.023804491843496638,0.47727081536286214,-0.5680592732426609,-1.963461779088657,29,,Enriched in ΔHC,Reactome Detoxification Of Reactive Oxygen Species,*
REACTOME_TRANSLATION,9.087352232898241e-4,0.027317131560712287,0.47727081536286214,0.26539523829715256,1.4529663608409626,290,,Enriched in ΔSX,Reactome Translation,*
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,0.0010457556188485804,0.03049531582770483,0.45505986738722953,-0.5496584568582192,-1.8648549565482657,28,,Enriched in ΔHC,Reactome Diseases Of Immune System,*
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,0.0010759436027920051,0.03049531582770483,0.45505986738722953,0.3860815657873399,1.7528530513828156,78,,Enriched in ΔSX,Reactome Transcriptional Regulation By Runx3,*
REACTOME_LEISHMANIA_INFECTION,0.001120393082021708,0.030873053815709286,0.45505986738722953,-0.31840139156045494,-1.5399640305479851,194,,Enriched in ΔHC,Reactome Leishmania Infection,*
REACTOME_EPH_EPHRIN_SIGNALING,0.0011924140020003094,0.03093791341470797,0.45505986738722953,-0.4122304169971997,-1.7524163285644792,77,,Enriched in ΔHC,Reactome Eph Ephrin Signaling,*
REACTOME_RAC3_GTPASE_CYCLE,0.00121630909594114,0.03093791341470797,0.45505986738722953,-0.38225817971805304,-1.6531429632653645,85,,Enriched in ΔHC,Reactome Rac3 Gtpase Cycle,*
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES,0.0011862934980784072,0.03093791341470797,0.45505986738722953,0.30525145543847954,1.5709222553739197,159,,Enriched in ΔSX,Reactome Ub Specific Processing Proteases,*
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,0.0013126251776506496,0.03255310440573611,0.45505986738722953,-0.3206300829757735,-1.5687633237432108,210,,Enriched in ΔHC,Reactome Platelet Activation Signaling And Aggregation,*
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,0.00152800172270884,0.035831658582778446,0.45505986738722953,-0.6055056239342361,-1.910869325624267,21,,Enriched in ΔHC,Reactome Branched Chain Amino Acid Catabolism,*
REACTOME_RAC2_GTPASE_CYCLE,0.0015545776730317726,0.035831658582778446,0.45505986738722953,-0.3963319844362008,-1.7086093590401863,84,,Enriched in ΔHC,Reactome Rac2 Gtpase Cycle,*
REACTOME_RHO_GTPASE_EFFECTORS,0.0015500231541655104,0.035831658582778446,0.45505986738722953,-0.3000655435443507,-1.507175441589703,263,,Enriched in ΔHC,Reactome Rho Gtpase Effectors,*
REACTOME_SARS_COV_1_HOST_INTERACTIONS,0.0015893074371393665,0.035831658582778446,0.45505986738722953,0.34779463394990673,1.6709955934924807,96,,Enriched in ΔSX,Reactome Sars Cov 1 Host Interactions,*
REACTOME_TNF_SIGNALING,0.0016397161654581511,0.03614663191409969,0.45505986738722953,0.40744112915781777,1.7119631445306875,56,,Enriched in ΔSX,Reactome Tnf Signaling,*
REACTOME_SARS_COV_2_HOST_INTERACTIONS,0.0017132290609685275,0.036946157140886504,0.45505986738722953,0.2983044429054375,1.5752169666184939,180,,Enriched in ΔSX,Reactome Sars Cov 2 Host Interactions,*
REACTOME_CIRCADIAN_CLOCK,0.001842047996435342,0.03851651154042684,0.45505986738722953,0.3375090094482977,1.6173414573612248,106,,Enriched in ΔSX,Reactome Circadian Clock,*
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES,0.001863702171310976,0.03851651154042684,0.45505986738722953,0.42218407974533884,1.7396155481621645,50,,Enriched in ΔSX,Reactome Pkmts Methylate Histone Lysines,*
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION,0.002114773620973243,0.042813376163376674,0.4317076958033464,-0.4287731940378012,-1.746510368401557,64,,Enriched in ΔHC,Reactome Role Of Lat2 Ntal Lab On Calcium Mobilization,*
REACTOME_METABOLISM_OF_NUCLEOTIDES,0.002410288757410857,0.04782012894703141,0.4317076958033464,-0.38715997930923507,-1.6690683317789334,84,,Enriched in ΔHC,Reactome Metabolism Of Nucleotides,*
REACTOME_PARASITE_INFECTION,0.0024852530659121653,0.04834060865460525,0.4317076958033464,-0.3576456204792038,-1.5974764300486632,108,,Enriched in ΔHC,Reactome Parasite Infection,*
REACTOME_ASSEMBLY_OF_THE_HIV_VIRION,0.0027261879048703507,0.05102600757795071,0.4317076958033464,0.6420915465971956,1.9585816367347832,15,,Enriched in ΔSX,Reactome Assembly Of The Hiv Virion,
REACTOME_SEMAPHORIN_INTERACTIONS,0.002721416540091782,0.05102600757795071,0.4317076958033464,-0.4436040803462665,-1.7448106908754635,52,,Enriched in ΔHC,Reactome Semaphorin Interactions,
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,0.002942321693289988,0.054051539254512365,0.4317076958033464,-0.3435886616853395,-1.5943303509258504,134,,Enriched in ΔHC,Reactome Fcgamma Receptor Fcgr Dependent Phagocytosis,
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,0.0035109538865617743,0.06332484100853236,0.4317076958033464,0.40637976715864715,1.6932975062464497,54,,Enriched in ΔSX,Reactome Activation Of Nf Kappab In B Cells,
REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS,0.003623203734678242,0.06418246615715743,0.4317076958033464,0.5725944278007238,1.8831304789530212,20,,Enriched in ΔSX,Reactome Zbp1 Dai Mediated Induction Of Type I Ifns,
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,0.0038388732325999315,0.06680986397787951,0.4317076958033464,0.4041009001589254,1.6651035476440283,50,,Enriched in ΔSX,Reactome Mrna Splicing Minor Pathway,
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,0.004094476402642714,0.06913558915157272,0.40701791892395395,-0.31608922932499545,-1.4963784723958953,165,,Enriched in ΔHC,Reactome G Alpha I Signalling Events,
REACTOME_M_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_MATERNALLY_STORED_FACTORS,0.0041118949192971675,0.06913558915157272,0.40701791892395395,0.4820555053893062,1.729725818454801,28,,Enriched in ΔSX,Reactome M Decay Degradation Of Maternal Mrnas By Maternally Stored Factors,
REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION,0.004923533093112113,0.08140241380612029,0.40701791892395395,0.5203388294943785,1.8339849229048237,26,,Enriched in ΔSX,Reactome Budding And Maturation Of Hiv Virion,
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,0.005446397408854225,0.08441915983724049,0.40701791892395395,0.33918902737483037,1.5550942652230588,81,,Enriched in ΔSX,Reactome Recruitment Of Mitotic Centrosome Proteins And Complexes,
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,0.0053094094231887,0.08441915983724049,0.40701791892395395,-0.3279371270851884,-1.5320312535845062,142,,Enriched in ΔHC,Reactome Respiratory Electron Transport,
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,0.005432489878058807,0.08441915983724049,0.40701791892395395,0.4080314211847717,1.6665223800738507,48,,Enriched in ΔSX,Reactome Transcriptional Activity Of Smad2 Smad3 Smad4 Heterotrimer,
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,0.005442833080183564,0.08441915983724049,0.40701791892395395,0.27791057722484525,1.4740478983674665,182,,Enriched in ΔSX,Reactome Transcriptional Regulation By Runx1,
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING,0.005911855405211979,0.09022400864569667,0.40701791892395395,-0.46170683360479303,-1.695008432370833,39,,Enriched in ΔHC,Reactome Ephb Mediated Forward Signaling,
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,0.00612020800866918,0.09112360873037287,0.40701791892395395,-0.4960118387013062,-1.7716171776550385,33,,Enriched in ΔHC,Reactome Gpvi Mediated Activation Cascade,
REACTOME_HDMS_DEMETHYLATE_HISTONES,0.006246376404904592,0.09112360873037287,0.40701791892395395,0.47308254572546027,1.7601788432674979,32,,Enriched in ΔSX,Reactome Hdms Demethylate Histones,
REACTOME_M_PHASE,0.006233679638808149,0.09112360873037287,0.40701791892395395,0.2282937822907982,1.2887066532169154,358,,Enriched in ΔSX,Reactome M Phase,
REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,0.00643658239770912,0.09253753244242677,0.40701791892395395,-0.5622826740896228,-1.7744652927691764,21,,Enriched in ΔHC,Reactome Rho Gtpases Activate Nadph Oxidases,
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,0.006530542339574313,0.09254711429796741,0.40701791892395395,-0.3718737279991806,-1.5839981973429889,79,,Enriched in ΔHC,Reactome Fceri Mediated Ca 2 Mobilization,
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,0.00665206166480893,0.092941481288598,0.40701791892395395,0.2496676857743064,1.3573371736590414,263,,Enriched in ΔSX,Reactome Antigen Processing Ubiquitination Proteasome Degradation,
REACTOME_MITOTIC_G2_G2_M_PHASES,0.00692076469379807,0.09505738090525219,0.40701791892395395,0.2782556137592044,1.4693477562092039,180,,Enriched in ΔSX,Reactome Mitotic G2 G2 M Phases,
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,0.007083808658368441,0.09505738090525219,0.40701791892395395,0.22240039580721313,1.271958667762249,435,,Enriched in ΔSX,Reactome Nervous System Development,
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1,0.007090973978819216,0.09505738090525219,0.40701791892395395,0.5706191658210094,1.8071324781553104,17,,Enriched in ΔSX,Reactome Rip Mediated Nfkb Activation Via Zbp1,
REACTOME_AUTOPHAGY,0.007979645707895203,0.1007872015239246,0.3807304007227924,0.29813418076246134,1.5092680260833737,141,,Enriched in ΔSX,Reactome Autophagy,
REACTOME_CELL_CYCLE_MITOTIC,0.008095168967121664,0.1007872015239246,0.3807304007227924,0.21540814902866914,1.2582903129325576,500,,Enriched in ΔSX,Reactome Cell Cycle Mitotic,
REACTOME_INTERFERON_SIGNALING,0.008128000122897145,0.1007872015239246,0.3807304007227924,0.25225595719391386,1.367684483549351,241,,Enriched in ΔSX,Reactome Interferon Signaling,
REACTOME_NUCLEAR_RNA_DECAY,0.007880730482790034,0.1007872015239246,0.3807304007227924,0.45612195802438715,1.748420449753046,35,,Enriched in ΔSX,Reactome Nuclear Rna Decay,
REACTOME_PEROXISOMAL_PROTEIN_IMPORT,0.007736027471184122,0.1007872015239246,0.40701791892395395,-0.41838808485526147,-1.6577874141099906,54,,Enriched in ΔHC,Reactome Peroxisomal Protein Import,
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,0.007699792196787952,0.1007872015239246,0.40701791892395395,0.27955448540560224,1.42904312361958,157,,Enriched in ΔSX,Reactome Tcf Dependent Signaling In Response To Wnt,
REACTOME_KINESINS,0.008412803551642074,0.10303087806455477,0.3807304007227924,0.39292778997719674,1.5879153454211588,45,,Enriched in ΔSX,Reactome Kinesins,
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,0.008886446647042835,0.10743100993467261,0.3807304007227924,0.3544416667687381,1.5689308943381282,68,,Enriched in ΔSX,Reactome Downstream Signaling Events Of B Cell Receptor Bcr,
REACTOME_SIGNALING_BY_GPCR,0.008988683290905068,0.10743100993467261,0.3807304007227924,-0.25753556904797437,-1.3288889578521283,365,,Enriched in ΔHC,Reactome Signaling By Gpcr,
REACTOME_ANTIMICROBIAL_PEPTIDES,0.00916425907376016,0.10822553572821524,0.3807304007227924,-0.5057112167440132,-1.7479595741219915,29,,Enriched in ΔHC,Reactome Antimicrobial Peptides,
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE,0.010311228448675436,0.11947896801866636,0.3807304007227924,-0.41451737972993186,-1.5589099620241407,44,,Enriched in ΔHC,Reactome Cargo Trafficking To The Periciliary Membrane,
REACTOME_INTERLEUKIN_1_SIGNALING,0.010478498203249973,0.11947896801866636,0.3807304007227924,0.30079803300572244,1.436542433495481,100,,Enriched in ΔSX,Reactome Interleukin 1 Signaling,
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_LYSOSOME_BIOGENESIS_AND_AUTOPHAGY,0.010448381597045607,0.11947896801866636,0.3807304007227924,-0.5878529557007761,-1.7353790501493844,17,,Enriched in ΔHC,Reactome Regulation Of Mitf M Dependent Genes Involved In Lysosome Biogenesis And Autophagy,
REACTOME_CARGO_CONCENTRATION_IN_THE_ER,0.011332605847899968,0.12670703592241067,0.3807304007227924,-0.4741239447522698,-1.660909484121087,30,,Enriched in ΔHC,Reactome Cargo Concentration In The Er,
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,0.011878784617726,0.12670703592241067,0.3807304007227924,-0.3148519079589737,-1.4612308814003399,131,,Enriched in ΔHC,Reactome Class A 1 Rhodopsin Like Receptors,
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,0.011685945797707913,0.12670703592241067,0.3807304007227924,0.34748056165954305,1.5349418398396109,67,,Enriched in ΔSX,Reactome Ddx58 Ifih1 Mediated Induction Of Interferon Alpha Beta,
REACTOME_MITOPHAGY,0.011528567768032922,0.12670703592241067,0.3807304007227924,0.4097279761016215,1.596421049093189,39,,Enriched in ΔSX,Reactome Mitophagy,
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,0.011664073203419298,0.12670703592241067,0.3807304007227924,0.44838971113061327,1.6683052253822666,32,,Enriched in ΔSX,Reactome Pink1 Prkn Mediated Mitophagy,
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,0.011796431647181728,0.12670703592241067,0.3807304007227924,0.3876942815452442,1.5468686122702582,42,,Enriched in ΔSX,Reactome Transcriptional Regulation By Mecp2,
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,0.01227513961374752,0.12801468721999715,0.3807304007227924,0.34631453717547583,1.5297911063472847,67,,Enriched in ΔSX,Reactome Nuclear Envelope Ne Reassembly,
REACTOME_REGULATION_OF_RAS_BY_GAPS,0.012374091959801454,0.12801468721999715,0.3807304007227924,0.3674823079337902,1.522720698088228,53,,Enriched in ΔSX,Reactome Regulation Of Ras By Gaps,
REACTOME_TRANSPORT_OF_SMALL_MOLECULES,0.012388518118064238,0.12801468721999715,0.3807304007227924,-0.24392048051664608,-1.2868621964184115,471,,Enriched in ΔHC,Reactome Transport Of Small Molecules,
REACTOME_COMPLEX_IV_ASSEMBLY,0.012937070722489279,0.1323048882134986,0.3807304007227924,-0.4293085773530765,-1.5747308417764723,40,,Enriched in ΔHC,Reactome Complex Iv Assembly,
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY,0.013266741036716913,0.13293542533760785,0.3807304007227924,0.44232628130239765,1.6457452704701785,32,,Enriched in ΔSX,Reactome Hiv Elongation Arrest And Recovery,
REACTOME_SMOOTH_MUSCLE_CONTRACTION,0.013215871969841239,0.13293542533760785,0.3807304007227924,-0.4532969243716273,-1.6175132372270031,34,,Enriched in ΔHC,Reactome Smooth Muscle Contraction,
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,0.013545460497792849,0.13437096813810506,0.3807304007227924,0.28147128159068757,1.417932235645529,142,,Enriched in ΔSX,Reactome Antiviral Mechanism By Ifn Stimulated Genes,
REACTOME_SELECTIVE_AUTOPHAGY,0.013956812504231395,0.13708077231878757,0.3807304007227924,0.32172136274646035,1.4633447920419511,77,,Enriched in ΔSX,Reactome Selective Autophagy,
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,0.014534164091684848,0.13997952212574144,0.3807304007227924,-0.5075497411404168,-1.6251059296696595,23,,Enriched in ΔHC,Reactome Cytochrome P450 Arranged By Substrate Type,
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,0.014454779158695714,0.13997952212574144,0.3807304007227924,0.3010506583894874,1.4468127463975595,107,,Enriched in ΔSX,Reactome Myd88 Independent Tlr4 Cascade,
REACTOME_SIGNALING_BY_WNT,0.01480276832470916,0.14119563632799506,0.3807304007227924,0.2472438784539969,1.3346372990948772,234,,Enriched in ΔSX,Reactome Signaling By Wnt,
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,0.016176906973900968,0.14858788627879407,0.35248785758361917,-0.3401290996103457,-1.4825035296129894,91,,Enriched in ΔHC,Reactome Antigen Processing Cross Presentation,
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER,0.01604972354506593,0.14858788627879407,0.35248785758361917,0.47022001316576434,1.6441339122193495,25,,Enriched in ΔSX,Reactome Constitutive Signaling By Akt1 E17k In Cancer,
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING,0.015781986636263397,0.14858788627879407,0.35248785758361917,-0.46471860053408254,-1.5766750693871332,28,,Enriched in ΔHC,Reactome G Protein Beta Gamma Signalling,
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,0.015925439329644877,0.14858788627879407,0.35248785758361917,0.4203030781101297,1.6205857235102976,36,,Enriched in ΔSX,Reactome Nr1h2 And Nr1h3 Mediated Signaling,
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,0.01694399950114894,0.15420594041412614,0.35248785758361917,0.33571011750463453,1.4544336711292953,63,,Enriched in ΔSX,Reactome Cytosolic Sensors Of Pathogen Associated Dna,
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,0.017735981782107803,0.15711182635463583,0.35248785758361917,0.46036193244833723,1.6636081569099075,29,,Enriched in ΔSX,Reactome Downregulation Of Smad2 3 Smad4 Transcriptional Activity,
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,0.017520785282726662,0.15711182635463583,0.35248785758361917,0.31998735524667676,1.4901631595745866,87,,Enriched in ΔSX,Reactome Recruitment Of Numa To Mitotic Centrosomes,
REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION,0.017738432007781465,0.15711182635463583,0.35248785758361917,0.319161524455304,1.486317311914771,87,,Enriched in ΔSX,Reactome Regulation Of Plk1 Activity At G2 M Transition,
REACTOME_HS_GAG_DEGRADATION,0.018281762456132732,0.15840045019343377,0.35248785758361917,0.5032223558449604,1.6510254327380611,19,,Enriched in ΔSX,Reactome Hs Gag Degradation,
REACTOME_L1CAM_INTERACTIONS,0.01836295541556944,0.15840045019343377,0.35248785758361917,-0.3332430035778488,-1.4495825964626226,86,,Enriched in ΔHC,Reactome L1cam Interactions,
REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT,0.018152658219783065,0.15840045019343377,0.35248785758361917,0.3287086050065483,1.4970293268652124,76,,Enriched in ΔSX,Reactome Maternal To Zygotic Transition Mzt,
REACTOME_DISEASES_OF_METABOLISM,0.018647629442967356,0.15946938282261738,0.35248785758361917,-0.2919808474684187,-1.3943928135010264,176,,Enriched in ΔHC,Reactome Diseases Of Metabolism,
REACTOME_GPCR_LIGAND_BINDING,0.01978538898872561,0.16775304168218635,0.35248785758361917,-0.2841454750681452,-1.360704420244545,178,,Enriched in ΔHC,Reactome Gpcr Ligand Binding,
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.02009491072389803,0.16893348676361733,0.35248785758361917,-0.28986688253109144,-1.3665394691425021,154,,Enriched in ΔHC,Reactome Metabolism Of Vitamins And Cofactors,
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,0.02047701880269467,0.17069918195187492,0.35248785758361917,-0.5652265999645179,-1.6383625821037304,16,,Enriched in ΔHC,Reactome Cytosolic Sulfonation Of Small Molecules,
