pathway,pval,padj,log2err,ES,NES,size,leadingEdge,direction,path_clean,signif
HOWARD_DENDRITIC_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP,1.9849341411695297e-5,3.7270352333413395e-4,0.5756102610711286,0.4001838399398595,1.8483904108237512,145,,Enriched in ΔSX,Howard Dendritic Cell Inact Monov Influenza A Indonesia 05 2005 H5n1 Age 18 49yo 1dy Up,***
ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GTE_200_VS_LTE_200_1DY_UP,2.2362211400048034e-5,3.7270352333413395e-4,0.5756102610711286,-0.39607463312412344,-1.8305092058895138,142,,Enriched in ΔHC,Zak Pbmc Mrkad5 Hiv 1 Gag Pol Nef Age 20 50yo Ad5 Nab Titers Gte 200 Vs Lte 200 1dy Up,***
HOEK_NEUTROPHIL_2011_2012_TIV_ADULT_7DY_DN,9.180448386587406e-5,0.001412376674859601,0.5384340963099162,0.5749743851738307,2.1014629749164038,38,,Enriched in ΔSX,Hoek Neutrophil 2011 2012 Tiv Adult 7dy Dn,**
NAKAYA_MONOCYTE_FLUMIST_AGE_18_50YO_7DY_UP,1.7344608385352957e-4,0.0023587614891642304,0.5188480777437918,-0.27444331324613236,-1.4741721292879835,473,,Enriched in ΔHC,Nakaya Monocyte Flumist Age 18 50yo 7dy Up,**
OCONNOR_PBMC_MENVEO_ACWYVAX_AGE_30_70YO_7DY_AFTER_SECOND_DOSE_VS_7DY_AFTER_FIRST_DOSE_DN,1.7690711168731726e-4,0.0023587614891642304,0.5188480777437918,-0.32041788200188914,-1.6007907278184939,242,,Enriched in ΔHC,Oconnor Pbmc Menveo Acwyvax Age 30 70yo 7dy After Second Dose Vs 7dy After First Dose Dn,**
SCHERER_PBMC_YF_VAX_AGE_18_40YO_4_TO_7DY_DN,2.1015471662829614e-4,0.002626933957853702,0.5188480777437918,0.32863283419224865,1.6173730029877231,217,,Enriched in ΔSX,Scherer Pbmc Yf Vax Age 18 40yo 4 To 7dy Dn,**
PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_6HR_DN,2.3415828790831377e-4,0.002754803387156633,0.5188480777437918,-0.41547287922501674,-1.7749287236716396,88,,Enriched in ΔHC,Patel Skin Of Body Zostavax Age 70 93yo Vzv Challenge 6hr Dn,**
HOWARD_NEUTROPHIL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP,5.141590619433863e-4,0.005712878466037625,0.47727081536286214,0.39006017140071064,1.7310754412553189,113,,Enriched in ΔSX,Howard Neutrophil Inact Monov Influenza A Indonesia 05 2005 H5n1 Age 18 49yo 3dy Up,**
FRANCO_BLOOD_SANOFI_PASTEUR_SA_INACTIVATED_INFLUENZA_VACCINE_CORRELATED_WITH_ANTIBODY_RESPONSE_AGE_18_40YO_1DY_POSITIVE,7.515587257812227e-4,0.007911144481907608,0.47727081536286214,0.3559061202065659,1.6159367635800117,128,,Enriched in ΔSX,Franco Blood Sanofi Pasteur Sa Inactivated Influenza Vaccine Correlated With Antibody Response Age 18 40yo 1dy Positive,**
GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_14DY_UP,8.81295146614842e-4,0.008812951466148421,0.47727081536286214,0.45670581009729017,1.8062959526301654,58,,Enriched in ΔSX,Gaucher Pbmc Yf Vax Stamaril Unknown Age 14dy Up,**
HOFT_PBMC_TICE_BCG_RBCG_AG85A_AG85B_AGE_18_40YO_CORRELATED_WITH_WHOLE_BLOOD_BACTERICIDAL_ACTIVITY_NEGATIVE,0.00220046781466136,0.02095683633010819,0.4317076958033464,0.48388475463395514,1.783112015765172,40,,Enriched in ΔSX,Hoft Pbmc Tice Bcg Rbcg Ag85a Ag85b Age 18 40yo Correlated With Whole Blood Bactericidal Activity Negative,*
VAN_DEN_BIGGELAAR_PBMC_PREVNAR_9MO_INFANT_STIMULATED_VS_UNSTIMULATED_8MO_UP,0.0025846500594106647,0.023496818721915134,0.4317076958033464,0.4709859916103487,1.764999384470708,42,,Enriched in ΔSX,Van Den Biggelaar Pbmc Prevnar 9mo Infant Stimulated Vs Unstimulated 8mo Up,*
HOEK_B_CELL_2011_2012_TIV_ADULT_7DY_UP,0.0046294127770995066,0.04025576327912614,0.40701791892395395,0.45687145161754017,1.7121057637619113,42,,Enriched in ΔSX,Hoek B Cell 2011 2012 Tiv Adult 7dy Up,*
PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGED_POST_VACCINATION_VS_UNCHALLENGED_72HR_TOP_30_DEG_UP,0.008361171504345642,0.06967642920288036,0.3807304007227924,0.5020961840578663,1.7105838112715417,28,,Enriched in ΔSX,Patel Skin Of Body Zostavax Age 70 93yo Vzv Challenged Post Vaccination Vs Unchallenged 72hr Top 30 Deg Up,
OCONNOR_PBMC_MENVEO_ACWYVAX_AGE_30_70YO_7DY_AFTER_SECOND_DOSE_VS_7DY_AFTER_FIRST_DOSE_UP,0.011284573571925645,0.09027658857540516,0.3807304007227924,0.3077064645595122,1.4149810460851817,140,,Enriched in ΔSX,Oconnor Pbmc Menveo Acwyvax Age 30 70yo 7dy After Second Dose Vs 7dy After First Dose Up,
NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_ATIV_UP,0.01206876532148139,0.09152212033885888,0.3807304007227924,0.4367318020746226,1.6093537076511786,40,,Enriched in ΔSX,Nakaya Pbmc Fluad Male Age 14 27yo 1d Postboost Vs 0d Preimm Mf59 Adjuvanted 1dy Ativ Up,
SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_RESPONDERS_VS_NONRESPONDERS_7DY_UP,0.012355486245745948,0.09152212033885888,0.3807304007227924,0.5474952311617007,1.6887114232443645,19,,Enriched in ΔSX,Sobolev Pbmc Pandemrix Age 18 64yo Responders Vs Nonresponders 7dy Up,
FULLER_PBMC_F_TULARENSIS_VACCINE_LVS_AGE_22_54YO_18HR_TO_48HR_EARLY_UP,0.015663525910171474,0.11188232792979624,0.35248785758361917,-0.5348124252377882,-1.6383416857913813,19,,Enriched in ΔHC,Fuller Pbmc F Tularensis Vaccine Lvs Age 22 54yo 18hr To 48hr Early Up,
NAKAYA_PBMC_FLUARIX_FLUVIRIN_AGE_18_50YO_3DY_DN,0.01751030531889885,0.12076072633723343,0.35248785758361917,0.24003374083780893,1.2610133256601321,425,,Enriched in ΔSX,Nakaya Pbmc Fluarix Fluvirin Age 18 50yo 3dy Dn,
SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_7DY_DN,0.020173490201826422,0.12686134444213176,0.35248785758361917,0.4736699167915016,1.676837888584647,32,,Enriched in ΔSX,Sobolev Pbmc Pandemrix Age 18 64yo 7dy Dn,
VAN_DEN_BIGGELAAR_PBMC_PREVNAR_9MO_INFANT_STIMULATED_VS_UNSTIMULATED_9MO_UP,0.01930884879093262,0.12686134444213176,0.35248785758361917,0.3418093830839375,1.4351426037357382,80,,Enriched in ΔSX,Van Den Biggelaar Pbmc Prevnar 9mo Infant Stimulated Vs Unstimulated 9mo Up,
ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_3DY_UP,0.02029781511074108,0.12686134444213176,0.35248785758361917,0.29837335962561945,1.3571830476758235,130,,Enriched in ΔSX,Zak Pbmc Mrkad5 Hiv 1 Gag Pol Nef Age 20 50yo 3dy Up,
FRANCO_BLOOD_SANOFI_PASTEUR_SA_INACTIVATED_INFLUENZA_VACCINE_CORRELATED_WITH_ANTIBODY_RESPONSE_AGE_18_40YO_14DY_NEGATIVE,0.02239543604286566,0.13170063968606613,0.35248785758361917,0.5142264452553998,1.5860961389463932,19,,Enriched in ΔSX,Franco Blood Sanofi Pasteur Sa Inactivated Influenza Vaccine Correlated With Antibody Response Age 18 40yo 14dy Negative,
HOWARD_PBMC_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_19_39YO_AS03_ADJUVANT_VS_BUFFER_1DY_UP,0.021863587158389316,0.13170063968606613,0.35248785758361917,0.24811485878079065,1.2804639377681137,347,,Enriched in ΔSX,Howard Pbmc Inact Monov Influenza A Indonesia 05 2005 H5n1 Age 19 39yo As03 Adjuvant Vs Buffer 1dy Up,
NAKAYA_MONOCYTE_FLUMIST_AGE_18_50YO_7DY_DN,0.023047611945061573,0.13170063968606613,0.35248785758361917,0.26649990386664973,1.3247405313654808,240,,Enriched in ΔSX,Nakaya Monocyte Flumist Age 18 50yo 7dy Dn,
ANDERSON_BLOOD_CN54GP140_ADJUVANTED_WITH_GLA_AF_AGE_18_45YO_1DY_UP,0.025615551251970813,0.14230861806650452,0.35248785758361917,-0.3734229337889625,-1.4588875480837602,54,,Enriched in ΔHC,Anderson Blood Cn54gp140 Adjuvanted With Gla Af Age 18 45yo 1dy Up,
HOEK_PBMC_INACTIVATED_INFLUENZA_ADULT_7DY_UP,0.036802142319237244,0.19893049902290402,0.3217759180753611,0.3887725160898973,1.46847254692778,43,,Enriched in ΔSX,Hoek Pbmc Inactivated Influenza Adult 7dy Up,
HOEK_NEUTROPHIL_2011_2012_TIV_ADULT_1DY_UP,0.04844961240310078,0.2549979600163199,0.2878571172551493,0.4175933638970497,1.443884576653482,29,,Enriched in ΔSX,Hoek Neutrophil 2011 2012 Tiv Adult 1dy Up,
HOWARD_T_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP,0.05202312138728324,0.26678523788350383,0.27650059925447157,0.37203653059358976,1.3812386162001498,41,,Enriched in ΔSX,Howard T Cell Inact Monov Influenza A Indonesia 05 2005 H5n1 Age 18 49yo 1dy Up,
HOFT_CD4_POSITIVE_ALPHA_BETA_MEMORY_T_CELL_BCG_VACCINE_AGE_18_45YO_56D_TOP_100_DEG_AFTER_IN_VITRO_RE_STIMULATION_UP,0.058484868145966894,0.28529203973642386,0.3217759180753611,0.4728696053454086,1.4585338077876333,19,,Enriched in ΔSX,Hoft Cd4 Positive Alpha Beta Memory T Cell Bcg Vaccine Age 18 45yo 56d Top 100 Deg After In Vitro Re Stimulation Up,
THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_70PLS_NONRESPONDER_2DY_UP,0.05785123966942149,0.28529203973642386,0.27128855468895297,-0.2885523712120994,-1.2831591190473417,111,,Enriched in ΔHC,Thakar Pbmc Inactivated Influenza Age 70pls Nonresponder 2dy Up,
HOWARD_NK_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP,0.06049149338374291,0.28805473039877577,0.2529611230696109,0.3362174924414074,1.345886091541414,60,,Enriched in ΔSX,Howard Nk Cell Inact Monov Influenza A Indonesia 05 2005 H5n1 Age 18 49yo 3dy Up,
GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_12MO_CORRELATED_WITH_ANTIBODY_RESPONSE_NEGATIVE,0.0684931506849315,0.31347962382445144,0.24133997681509095,-0.4628025847085311,-1.4177471035435645,19,,Enriched in ΔHC,Garcia Pineres Pbmc Hpv 16 L1 Vlp Age 18 25yo 12mo Correlated With Antibody Response Negative,
HOEK_PBMC_INACTIVATED_INFLUENZA_ADULT_7DY_DN,0.06896551724137931,0.31347962382445144,0.24504178543099617,0.44488646422061684,1.402206548924201,21,,Enriched in ΔSX,Hoek Pbmc Inactivated Influenza Adult 7dy Dn,
HARALAMBIEVA_PBMC_M_M_R_II_AGE_13_16YO_STIMULATED_VS_UNSTIMULATED_3_TO_7YR_POST_TOP_DEG_UP,0.07279693486590039,0.32354193273733506,0.23112670967383428,-0.4288531414772443,-1.4225137656484277,25,,Enriched in ΔHC,Haralambieva Pbmc M M R Ii Age 13 16yo Stimulated Vs Unstimulated 3 To 7yr Post Top Deg Up,
PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_6HR_UP,0.07675438596491228,0.3337147215865751,0.24133997681509095,-0.2369029001838162,-1.1969667552044616,261,,Enriched in ΔHC,Patel Skin Of Body Zostavax Age 70 93yo Vzv Challenge 6hr Up,
PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_6HR_TOP_30_DEG_UP,0.08620689655172414,0.3591954022988506,0.2114001893849227,-0.42223423480891076,-1.3654682562047378,22,,Enriched in ΔHC,Patel Skin Of Body Zostavax Age 70 93yo Vzv Challenge 6hr Top 30 Deg Up,
SCHERER_PBMC_YF_VAX_AGE_18_40YO_4_TO_7DY_UP,0.08490566037735849,0.3591954022988506,0.2114001893849227,0.23332243053535526,1.1731950739126662,288,,Enriched in ΔSX,Scherer Pbmc Yf Vax Age 18 40yo 4 To 7dy Up,
QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_CONTRACTION_OF_VZV_SPECIFIC_T_CELLS_PEAK_TO_28DYAT_1DY_NEGATIVE,0.09363295880149813,0.37988826815642457,0.19991523130966152,0.24638148435334994,1.186121174509183,187,,Enriched in ΔSX,Qi Pbmc Zostavax Age 50 75yo Correlated With Contraction Of Vzv Specific T Cells Peak To 28dyat 1dy Negative,
SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_5_TO_7DY_UP,0.09497206703910614,0.37988826815642457,0.19782202131510335,0.2317057678530967,1.166466638711897,279,,Enriched in ΔSX,Scherer Pbmc Apsv Wetvax Age 18 32yo 5 To 7dy Up,
NAKAYA_MYELOID_DENDRITIC_CELL_FLUMIST_AGE_18_50YO_7DY_DN,0.09843400447427293,0.3860157038206781,0.21392785549235627,-0.23509145640617019,-1.1808542564617448,254,,Enriched in ΔHC,Nakaya Myeloid Dendritic Cell Flumist Age 18 50yo 7dy Dn,
NAKAYA_MYELOID_DENDRITIC_CELL_FLUMIST_AGE_18_50YO_7DY_UP,0.10307017543859649,0.3964237516869096,0.20658792269689108,-0.21702665737700358,-1.1362802274397985,369,,Enriched in ΔHC,Nakaya Myeloid Dendritic Cell Flumist Age 18 50yo 7dy Up,
HOEK_NEUTROPHIL_2011_2012_TIV_ADULT_1DY_DN,0.10546875,0.39799528301886794,0.19189224038483796,0.32178411363192394,1.2755717765123666,59,,Enriched in ΔSX,Hoek Neutrophil 2011 2012 Tiv Adult 1dy Dn,
NAKAYA_B_CELL_FLUMIST_AGE_18_50YO_7DY_UP,0.10878373288887916,0.40290271440325615,0.2878051305355643,-0.21975204342890473,-1.1757091151466088,454,,Enriched in ΔHC,Nakaya B Cell Flumist Age 18 50yo 7dy Up,
KANNAN_BLOOD_2012_2013_TIV_AGE_65PLS_REVACCINATED_IN_6_9_MO_VS_REVACCINATED_IN_12_13_MO_UP,0.11416490486257928,0.4065335753176043,0.19189224038483796,-0.25089584450552166,-1.1986945466243493,178,,Enriched in ΔHC,Kannan Blood 2012 2013 Tiv Age 65pls Revaccinated In 6 9 Mo Vs Revaccinated In 12 13 Mo Up,
NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_GENES_IN_BTM_M40_AND_M53_DN,0.11789473684210526,0.4065335753176043,0.1882041463084906,-0.32115809720956506,-1.2591285905182652,55,,Enriched in ΔHC,Nakaya Pbmc Fluad Male Age 14 27yo 1d Postboost Vs 0d Preimm Mf59 Adjuvanted 1dy Genes In Btm M40 And M53 Dn,
QUEREC_PBMC_YF_17D_VACCINE_AGE_18_45YO_3DY_UP,0.11663479923518165,0.4065335753176043,0.1797823162983236,0.3309995668928366,1.2568916988192622,46,,Enriched in ΔSX,Querec Pbmc Yf 17d Vaccine Age 18 45yo 3dy Up,
QUEREC_PBMC_YF_17D_VACCINE_AGE_18_45YO_7DY_UP,0.11663479923518165,0.4065335753176043,0.1797823162983236,0.3309995668928366,1.2568916988192622,46,,Enriched in ΔSX,Querec Pbmc Yf 17d Vaccine Age 18 45yo 7dy Up,
GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_28DY_UP,0.12164948453608247,0.41237113402061853,0.18302393838448722,0.38360026722100127,1.281666608366604,27,,Enriched in ΔSX,Gaucher Pbmc Yf Vax Stamaril Unknown Age 28dy Up,
ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_1DY_ADDNL_EXON_LVL_UP,0.12734864300626306,0.42449547668754356,0.1797823162983236,-0.2913797340516901,-1.2452926402119135,87,,Enriched in ΔHC,Zak Pbmc Mrkad5 Hiv 1 Gag Pol Nef Age 20 50yo 1dy Addnl Exon Lvl Up,
WEINBERGER_BLOOD_TWINRIX_AGE_20_40_AND_60_84YO_CORRELATED_WITH_ANTI_HBS_CONC_PRIMARY_VACC_1DY_SIGNIFICANT,0.1360824742268041,0.4461720466452594,0.1723243449009459,0.3784379519249668,1.2644185308698912,27,,Enriched in ΔSX,Weinberger Blood Twinrix Age 20 40 And 60 84yo Correlated With Anti Hbs Conc Primary Vacc 1dy Significant,
FRANCO_BLOOD_SANOFI_PASTEUR_SA_INACTIVATED_INFLUENZA_VACCINE_CORRELATED_WITH_ANTIBODY_RESPONSE_AGE_18_40YO_14DY_POSITIVE,0.14669421487603307,0.4656959202413748,0.16565669520548273,0.39278472860567326,1.2667376203526637,24,,Enriched in ΔSX,Franco Blood Sanofi Pasteur Sa Inactivated Influenza Vaccine Correlated With Antibody Response Age 18 40yo 14dy Positive,
OVSYANNIKOVA_PBMC_FLUARIX_AGE_55_64YO_RESPONDERS_VS_NONRESPONDERS_0DY_DN,0.14653465346534653,0.4656959202413748,0.1619789488834018,-0.4523328325906646,-1.3197505606293705,16,,Enriched in ΔHC,Ovsyannikova Pbmc Fluarix Age 55 64yo Responders Vs Nonresponders 0dy Dn,
NAKAYA_PBMC_IMUVAC_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0DY_PREIMM_TIV_UP,0.15028901734104047,0.46965317919075145,0.15740289930528326,0.3297805896764098,1.224357416212724,41,,Enriched in ΔSX,Nakaya Pbmc Imuvac Male Age 14 27yo 1d Postboost Vs 0dy Preimm Tiv Up,
HARALAMBIEVA_PBMC_TIV_AGE_50_74YO_CORRELATED_WITH_MEMORY_B_CELL_RESPONSE_28DY_NEGATIVE,0.15708812260536398,0.47013509303576995,0.15315880868307333,-0.38994654937770873,-1.2610527306787622,22,,Enriched in ΔHC,Haralambieva Pbmc Tiv Age 50 74yo Correlated With Memory B Cell Response 28dy Negative,
QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_EXPANSION_OF_VZV_SPECIFIC_T_CELLS_TO_PEAK_AT_1DY_NEGATIVE,0.15749525616698293,0.47013509303576995,0.15214492236756472,0.25553101698041586,1.1623100830326463,130,,Enriched in ΔSX,Qi Pbmc Zostavax Age 50 75yo Correlated With Expansion Of Vzv Specific T Cells To Peak At 1dy Negative,
SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_2_TO_4DY_UP,0.15576923076923077,0.47013509303576995,0.15419096658142434,0.30191926683772585,1.2078241490019683,61,,Enriched in ΔSX,Scherer Pbmc Apsv Wetvax Age 18 32yo 2 To 4dy Up,
ANDERSON_BLOOD_CN54GP140_ADJUVANTED_WITH_GLA_AF_AGE_18_45YO_7DY_UP,0.16054158607350097,0.472181135510297,0.15214492236756472,-0.37111221164311164,-1.2555140637191349,27,,Enriched in ΔHC,Anderson Blood Cn54gp140 Adjuvanted With Gla Af Age 18 45yo 7dy Up,
SCHERER_PBMC_YF_VAX_AGE_18_40YO_ANYD_DN,0.16633266533066132,0.4810199942045784,0.15214492236756472,0.42459826568075215,1.2881124098106278,18,,Enriched in ΔSX,Scherer Pbmc Yf Vax Age 18 40yo Anyd Dn,
ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_CORRELATED_WITH_CD8_T_CELL_RESPONSE_3DY_NEGATIVE,0.16835699797160245,0.4810199942045784,0.15214492236756472,0.40227091868929143,1.267889589799166,21,,Enriched in ΔSX,Zak Pbmc Mrkad5 Hiv 1 Gag Pol Nef Age 20 50yo Correlated With Cd8 T Cell Response 3dy Negative,
ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_CORRELATED_WITH_CD8_T_CELL_RESPONSE_3DY_POSITIVE,0.17248459958932238,0.48587211151921794,0.15114876138548375,-0.28062945919067034,-1.1820411429629605,79,,Enriched in ΔHC,Zak Pbmc Mrkad5 Hiv 1 Gag Pol Nef Age 20 50yo Correlated With Cd8 T Cell Response 3dy Positive,
ANDERSON_BLOOD_CN54GP140_ADJUVANTED_WITH_GLA_AF_AGE_18_45YO_6HR_DN,0.18058252427184465,0.49474664184067024,0.1429011493869481,0.31479347982909717,1.1880248356222933,44,,Enriched in ΔSX,Anderson Blood Cn54gp140 Adjuvanted With Gla Af Age 18 45yo 6hr Dn,
HOWARD_NK_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP,0.18052738336713997,0.49474664184067024,0.14641623786055022,0.39442965467557406,1.243175257860252,21,,Enriched in ΔSX,Howard Nk Cell Inact Monov Influenza A Indonesia 05 2005 H5n1 Age 18 49yo 1dy Up,
ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GT_200_VS_LTE_200_1DY_DN,0.2,0.5405405405405406,0.13427345288320233,0.2666296445543901,1.1541499453710522,96,,Enriched in ΔSX,Zak Pbmc Mrkad5 Hiv 1 Gag Pol Nef Age 20 50yo Ad5 Nab Titers Gt 200 Vs Lte 200 1dy Dn,
SCHERER_PBMC_APSV_WETVAX_AGE_18_40YO_5_TO_7DY_DN,0.20408163265306123,0.5429362880886427,0.1372507796101328,0.3941557413357032,1.2314601859853236,20,,Enriched in ΔSX,Scherer Pbmc Apsv Wetvax Age 18 40yo 5 To 7dy Dn,
THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_28DY_UP,0.2063157894736842,0.5429362880886427,0.13880510939113969,-0.23467780376054656,-1.1179144089214603,174,,Enriched in ΔHC,Thakar Pbmc Inactivated Influenza Age 21 30yo Nonresponder 28dy Up,
SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_50_TO_60DY_DN,0.21019108280254778,0.545950864422202,0.13802224249664274,-0.24281913707151065,-1.1178030086172437,140,,Enriched in ΔHC,Scherer Pbmc Apsv Wetvax Age 18 32yo 50 To 60dy Dn,
HOFT_CD4_POSITIVE_ALPHA_BETA_MEMORY_T_CELL_BCG_VACCINE_AGE_18_45YO_56D_TOP_100_DEG_AFTER_IN_VITRO_RE_STIMULATION_DN,0.21294363256784968,0.5460093142765376,0.13574094381042484,-0.3061774909750554,-1.1649266837801153,46,,Enriched in ΔHC,Hoft Cd4 Positive Alpha Beta Memory T Cell Bcg Vaccine Age 18 45yo 56d Top 100 Deg After In Vitro Re Stimulation Dn,
BUCASAS_PBMC_FLUARIX_FLUVIRIN_CAUCASIAN_MALE_AGE_18_40YO_HIGH_RESPONDERS_1DY_TOP_FUNCTIONAL_NETWORK_POSITIVE,0.22444889779559118,0.5682250577103575,0.12878871306171366,0.3998708441260449,1.2130963272174267,18,,Enriched in ΔSX,Bucasas Pbmc Fluarix Fluvirin Caucasian Male Age 18 40yo High Responders 1dy Top Functional Network Positive,
OVSYANNIKOVA_PBMC_FLUARIX_AGE_50_74YO_COMMON_WITH_BOTH_HAI_AND_VNA_28DY_VS_3DY_USED_IN_HAI_AND_VNA_RESPONSE_MODELS_UP,0.23946360153256704,0.5966673943098304,0.12098514214525231,-0.3589921272768377,-1.1907834953747476,25,,Enriched in ΔHC,Ovsyannikova Pbmc Fluarix Age 50 74yo Common With Both Hai And Vna 28dy Vs 3dy Used In Hai And Vna Response Models Up,
SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_1DY_UP,0.24165029469548133,0.5966673943098304,0.12210792028708148,-0.363835911752103,-1.146576375130282,21,,Enriched in ΔHC,Sobolev Pbmc Pandemrix Age 18 64yo 1dy Up,
